dt,coord_lon,coord_lat,weather_0_id,weather_0_main,weather_0_description,weather_0_icon,base,main_temp,main_feels_like,main_temp_min,main_temp_max,main_pressure,main_humidity,main_sea_level,main_grnd_level,visibility,wind_speed,wind_deg,wind_gust,clouds_all,sys_type,sys_id,sys_country,sys_sunrise,sys_sunset,timezone,id,name,cod
2025-02-08 22:06:36,-80.7333,-0.95,500,Rain,light rain,10n,stations,24.88,25.88,24.88,24.88,1012,94,1012,1008,6000,2.57,160,N/A,100,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 22:06:36,-80.7333,-0.95,500,Rain,light rain,10n,stations,24.88,25.88,24.88,24.88,1012,94,1012,1008,6000,2.57,160,N/A,100,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 22:20:01,-80.7333,-0.95,500,Rain,light rain,10n,stations,24.88,25.88,24.88,24.88,1013,94,1013,1009,6000,2.57,160,N/A,100,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 22:20:01,-80.7333,-0.95,500,Rain,light rain,10n,stations,24.88,25.88,24.88,24.88,1013,94,1013,1009,6000,2.57,160,N/A,100,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 22:30:03,-80.7333,-0.95,500,Rain,light rain,10n,stations,24.88,25.88,24.88,24.88,1013,94,1013,1009,6000,2.57,160,N/A,100,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 22:30:03,-80.7333,-0.95,500,Rain,light rain,10n,stations,24.88,25.88,24.88,24.88,1013,94,1013,1009,6000,2.57,160,N/A,100,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 22:40:03,-80.7333,-0.95,500,Rain,light rain,10n,stations,24.88,25.88,24.88,24.88,1013,94,1013,1009,6000,2.57,160,N/A,100,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 22:40:03,-80.7333,-0.95,500,Rain,light rain,10n,stations,24.88,25.88,24.88,24.88,1013,94,1013,1009,6000,2.57,160,N/A,100,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 22:40:03,-80.7333,-0.95,500,Rain,light rain,10n,stations,24.88,25.88,24.88,24.88,1013,94,1013,1009,6000,2.57,160,N/A,100,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 22:55:03,-80.7333,-0.95,500,Rain,light rain,10n,stations,24.88,25.88,24.88,24.88,1013,94,1013,1009,6000,2.57,160,N/A,100,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 23:00:02,-80.7333,-0.95,500,Rain,light rain,10n,stations,24.88,25.88,24.88,24.88,1013,94,1013,1009,6000,2.57,160,N/A,100,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 23:00:02,-80.7333,-0.95,500,Rain,light rain,10n,stations,24.88,25.88,24.88,24.88,1013,94,1013,1009,6000,2.57,160,N/A,100,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 23:00:02,-80.7333,-0.95,500,Rain,light rain,10n,stations,24.88,25.88,24.88,24.88,1013,94,1013,1009,6000,2.57,160,N/A,100,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 23:13:50,-80.7333,-0.95,500,Rain,light rain,10n,stations,24.88,25.88,24.88,24.88,1013,94,1013,1009,8000,2.06,170,N/A,100,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 23:09:52,-80.7333,-0.95,500,Rain,light rain,10n,stations,24.88,25.88,24.88,24.88,1013,94,1013,1009,8000,2.06,170,N/A,100,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 23:20:06,-80.7333,-0.95,500,Rain,light rain,10n,stations,24.88,25.88,24.88,24.88,1013,94,1013,1009,8000,2.06,170,N/A,100,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
